cyclecount,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32
313,-1.931495,2.955833,-2.591919,1.01067,1.045256,-2.610261,2.949316,-1.90318,-0.036815,1.959519,-2.961904,2.573186,-0.975931,-1.079685,2.62821,-2.942356,1.874578,0.073624,-1.987247,2.96753,-2.554066,0.941045,1.113952,-2.645764,2.934952,-1.845695,-0.110422,2.014677,-2.972708,2.534561,-0.906018,-1.14805
314,-1.959519,2.96753,-2.534561,0.870854,1.215724,-2.711968,2.891328,-1.666711,-0.367232,2.222853,-2.999096,2.319031,-0.512886,-1.542308,2.848585,-2.771639,1.348834,0.728941,-2.452754,2.985554,-2.068622,0.147203,1.845695,-2.942356,2.610261,-1.01067,-1.079685,2.645764,-2.927106,1.787098,0.220694,-2.12132
315,-1.987247,2.977439,-2.473768,0.728941,1.381616,-2.798978,2.812017,-1.41419,-0.693174,2.452754,-2.981721,2.014677,-0.036815,-1.959519,2.972708,-2.494409,0.764597,1.348834,-2.785518,2.824632,-1.446551,-0.657304,2.431372,-2.985554,2.041803,-0.073624,-1.931495,2.96753,-2.514674,0.800138,1.315849,-2.771639
316,-2.014677,2.985554,-2.409623,0.585271,1.542308,-2.870821,2.711968,-1.14805,-1.01067,2.645764,-2.910094,1.666711,0.440191,-2.319031,2.996386,-2.12132,0.147203,1.90318,-2.96753,2.494409,-0.728941,-1.41419,2.824632,-2.771639,1.282665,0.870854,-2.573186,2.942356,-1.787098,-0.294051,2.222853,-3.0
317,-2.041803,2.991871,-2.342212,0.440191,1.697195,-2.927106,2.591919,-0.870854,-1.315849,2.798978,-2.785518,1.282665,0.906018,-2.610261,2.91882,-1.666711,-0.476574,2.365039,-2.988938,2.014677,0.036815,-2.068622,2.994354,-2.319031,0.403742,1.727425,-2.934952,2.573186,-0.835559,-1.348834,2.812017,-2.771639
318,-2.068622,2.996386,-2.271627,0.294051,1.845695,-2.96753,2.452754,-0.585271,-1.604993,2.910094,-2.610261,0.870854,1.348834,-2.824632,2.742629,-1.14805,-1.079685,2.711968,-2.848585,1.41419,0.800138,-2.573186,2.927106,-1.666711,-0.512886,2.409623,-2.977439,1.90318,0.220694,-2.222853,2.999096,-2.12132
319,-2.095129,2.999096,-2.197963,0.147203,1.987247,-2.991871,2.295502,-0.294051,-1.874578,2.977439,-2.387511,0.440191,1.757394,-2.955833,2.473768,-0.585271,-1.635975,2.927106,-2.554066,0.728941,1.510615,-2.891328,2.62821,-0.870854,-1.381616,2.848585,-2.696023,1.01067,1.249289,-2.798978,2.757342,-1.14805
320,-2.12132,3.0,-2.12132,0.0,2.12132,-3.0,2.12132,-0.0,-2.12132,3.0,-2.12132,0.0,2.12132,-3.0,2.12132,-0.0,-2.12132,3.0,-2.12132,-0.0,2.12132,-3.0,2.12132,-0.0,-2.12132,3.0,-2.12132,0.0,2.12132,-3.0,2.12132,-0.0
321,-2.147192,2.999096,-2.041803,-0.147203,2.247409,-2.991871,1.931495,0.294051,-2.342212,2.977439,-1.816533,-0.440191,2.431372,-2.955833,1.697195,0.585271,-2.514674,2.927106,-1.573769,-0.728941,2.591919,-2.891328,1.446551,0.870854,-2.662919,2.848585,-1.315849,-1.01067,2.727504,-2.798978,1.181976,1.14805
322,-2.172741,2.996386,-1.959519,-0.294051,2.365039,-2.96753,1.727425,0.585271,-2.534561,2.910094,-1.478695,-0.870854,2.679673,-2.824632,1.215724,1.14805,-2.798978,2.711968,-0.941045,-1.41419,2.891328,-2.573186,0.657304,1.666711,-2.955833,2.409623,-0.367232,-1.90318,2.991871,-2.222853,0.073624,2.12132
323,-2.197963,2.991871,-1.874578,-0.440191,2.473768,-2.927106,1.510615,0.870854,-2.696023,2.798978,-1.113952,-1.282665,2.859918,-2.610261,0.693174,1.666711,-2.961904,2.365039,-0.257392,-2.014677,2.999774,-2.068622,-0.183962,2.319031,-2.972708,1.727425,0.621334,-2.573186,2.881292,-1.348834,-1.045256,2.771639
324,-2.222853,2.985554,-1.787098,-0.585271,2.573186,-2.870821,1.282665,1.14805,-2.824632,2.645764,-0.728941,-1.666711,2.96753,-2.319031,0.147203,2.12132,-2.996386,1.90318,0.440191,-2.494409,2.910094,-1.41419,-1.01067,2.771639,-2.711968,0.870854,1.542308,-2.942356,2.409623,-0.294051,-2.014677,3.0
325,-2.247409,2.977439,-1.697195,-0.728941,2.662919,-2.798978,1.045256,1.41419,-2.91882,2.452754,-0.330667,-2.014677,2.999774,-1.959519,-0.403742,2.494409,-2.900929,1.348834,1.113952,-2.824632,2.62821,-0.657304,-1.757394,2.985554,-2.197963,-0.073624,2.295502,-2.96753,1.635975,0.800138,-2.696023,2.771639
326,-2.271627,2.96753,-1.604993,-0.870854,2.742629,-2.711968,0.800138,1.666711,-2.977439,2.222853,0.073624,-2.319031,2.955833,-1.542308,-0.941045,2.771639,-2.679673,0.728941,1.727425,-2.985554,2.172741,0.147203,-2.365039,2.942356,-1.478695,-1.01067,2.798978,-2.645764,0.657304,1.787098,-2.991871,2.12132
327,-2.295502,2.955833,-1.510615,-1.01067,2.812017,-2.610261,0.54912,1.90318,-2.999774,1.959519,0.476574,-2.573186,2.836822,-1.079685,-1.446551,2.942356,-2.342212,0.073624,2.247409,-2.96753,1.573769,0.941045,-2.785518,2.645764,-0.621334,-1.845695,2.997967,-2.014677,-0.403742,2.534561,-2.859918,1.14805
328,-2.319031,2.942356,-1.41419,-1.14805,2.870821,-2.494409,0.294051,2.12132,-2.985554,1.666711,0.870854,-2.771639,2.645764,-0.585271,-1.90318,3.0,-1.90318,-0.585271,2.645764,-2.771639,0.870854,1.666711,-2.985554,2.12132,0.294051,-2.494409,2.870821,-1.14805,-1.41419,2.942356,-2.319031,0.0
329,-2.342212,2.927106,-1.315849,-1.282665,2.91882,-2.365039,0.036815,2.319031,-2.934952,1.348834,1.249289,-2.910094,2.387511,-0.073624,-2.295502,2.942356,-1.381616,-1.215724,2.900929,-2.409623,0.110422,2.271627,-2.949316,1.41419,1.181976,-2.891328,2.431372,-0.147203,-2.247409,2.955833,-1.446551,-1.14805
330,-2.365039,2.910094,-1.215724,-1.41419,2.955833,-2.222853,-0.220694,2.494409,-2.848585,1.01067,1.604993,-2.985554,2.068622,0.440191,-2.610261,2.771639,-0.800138,-1.787098,2.999096,-1.90318,-0.657304,2.711968,-2.679673,0.585271,1.959519,-2.996386,1.727425,0.870854,-2.798978,2.573186,-0.367232,-2.12132
331,-2.387511,2.891328,-1.113952,-1.542308,2.981721,-2.068622,-0.476574,2.645764,-2.727504,0.657304,1.931495,-2.996386,1.697195,0.941045,-2.836822,2.494409,-0.183962,-2.271627,2.934952,-1.282665,-1.381616,2.955833,-2.197963,-0.294051,2.554066,-2.798978,0.835559,1.787098,-2.999774,1.845695,0.764597,-2.771639
332,-2.409623,2.870821,-1.01067,-1.666711,2.996386,-1.90318,-0.728941,2.771639,-2.573186,0.294051,2.222853,-2.942356,1.282665,1.41419,-2.96753,2.12132,0.440191,-2.645764,2.711968,-0.585271,-2.014677,2.985554,-1.542308,-1.14805,2.910094,-2.319031,-0.147203,2.494409,-2.824632,0.870854,1.787098,-3.0
333,-2.431372,2.848585,-0.906018,-1.787098,2.999774,-1.727425,-0.975931,2.870821,-2.387511,-0.073624,2.473768,-2.824632,0.835559,1.845695,-2.997967,1.666711,1.045256,-2.891328,2.342212,0.147203,-2.514674,2.798978,-0.764597,-1.90318,2.994354,-1.604993,-1.113952,2.910094,-2.295502,-0.220694,2.554066,-2.771639
334,-2.452754,2.824632,-0.800138,-1.90318,2.991871,-1.542308,-1.215724,2.942356,-2.172741,-0.440191,2.679673,-2.645764,0.367232,2.222853,-2.927106,1.14805,1.604993,-2.996386,1.845695,0.870854,-2.848585,2.409623,0.073624,-2.494409,2.798978,-0.728941,-1.959519,2.985554,-1.478695,-1.282665,2.955833,-2.12132
335,-2.473768,2.798978,-0.693174,-2.014677,2.972708,-1.348834,-1.446551,2.985554,-1.931495,-0.800138,2.836822,-2.409623,-0.110422,2.534561,-2.757342,0.585271,2.095129,-2.955833,1.249289,1.542308,-2.994354,1.845695,0.906018,-2.870821,2.342212,0.220694,-2.591919,2.711968,-0.476574,-2.172741,2.934952,-1.14805
336,-2.494409,2.771639,-0.585271,-2.12132,2.942356,-1.14805,-1.666711,3.0,-1.666711,-1.14805,2.942356,-2.12132,-0.585271,2.771639,-2.494409,-0.0,2.494409,-2.771639,0.585271,2.12132,-2.942356,1.14805,1.666711,-3.0,1.666711,1.14805,-2.942356,2.12132,0.585271,-2.771639,2.494409,0.0
337,-2.514674,2.742629,-0.476574,-2.222853,2.900929,-0.941045,-1.874578,2.985554,-1.381616,-1.478695,2.994354,-1.787098,-1.045256,2.927106,-2.147192,-0.585271,2.785518,-2.452754,-0.110422,2.573186,-2.696023,0.367232,2.295502,-2.870821,0.835559,1.959519,-2.972708,1.282665,1.573769,-2.999096,1.697195,1.14805
338,-2.534561,2.711968,-0.367232,-2.319031,2.848585,-0.728941,-2.068622,2.942356,-1.079685,-1.787098,2.991871,-1.41419,-1.478695,2.996386,-1.727425,-1.14805,2.955833,-2.014677,-0.800138,2.870821,-2.271627,-0.440191,2.742629,-2.494409,-0.073624,2.573186,-2.679673,0.294051,2.365039,-2.824632,0.657304,2.12132
339,-2.554066,2.679673,-0.257392,-2.409623,2.785518,-0.512886,-2.247409,2.870821,-0.764597,-2.068622,2.934952,-1.01067,-1.874578,2.977439,-1.249289,-1.666711,2.997967,-1.478695,-1.446551,2.996386,-1.697195,-1.215724,2.972708,-1.90318,-0.975931,2.927106,-2.095129,-0.728941,2.859918,-2.271627,-0.476574,2.771639
340,-2.573186,2.645764,-0.147203,-2.494409,2.711968,-0.294051,-2.409623,2.771639,-0.440191,-2.319031,2.824632,-0.585271,-2.222853,2.870821,-0.728941,-2.12132,2.910094,-0.870854,-2.014677,2.942356,-1.01067,-1.90318,2.96753,-1.14805,-1.787098,2.985554,-1.282665,-1.666711,2.996386,-1.41419,-1.542308,3.0
341,-2.591919,2.610261,-0.036815,-2.573186,2.62821,-0.073624,-2.554066,2.645764,-0.110422,-2.534561,2.662919,-0.147203,-2.514674,2.679673,-0.183962,-2.494409,2.696023,-0.220694,-2.473768,2.711968,-0.257392,-2.452754,2.727504,-0.294051,-2.431372,2.742629,-0.330667,-2.409623,2.757342,-0.367232,-2.387511,2.771639
342,-2.610261,2.573186,0.073624,-2.645764,2.534561,0.147203,-2.679673,2.494409,0.220694,-2.711968,2.452754,0.294051,-2.742629,2.409623,0.367232,-2.771639,2.365039,0.440191,-2.798978,2.319031,0.512886,-2.824632,2.271627,0.585271,-2.848585,2.222853,0.657304,-2.870821,2.172741,0.728941,-2.891328,2.12132
343,-2.62821,2.534561,0.183962,-2.711968,2.431372,0.367232,-2.785518,2.319031,0.54912,-2.848585,2.197963,0.728941,-2.900929,2.068622,0.906018,-2.942356,1.931495,1.079685,-2.972708,1.787098,1.249289,-2.991871,1.635975,1.41419,-2.999774,1.478695,1.573769,-2.996386,1.315849,1.727425,-2.981721,1.14805
344,-2.645764,2.494409,0.294051,-2.771639,2.319031,0.585271,-2.870821,2.12132,0.870854,-2.942356,1.90318,1.14805,-2.985554,1.666711,1.41419,-3.0,1.41419,1.666711,-2.985554,1.14805,1.90318,-2.942356,0.870854,2.12132,-2.870821,0.585271,2.319031,-2.771639,0.294051,2.494409,-2.645764,0.0
345,-2.662919,2.452754,0.403742,-2.824632,2.197963,0.800138,-2.934952,1.90318,1.181976,-2.991871,1.573769,1.542308,-2.994354,1.215724,1.874578,-2.942356,0.835559,2.172741,-2.836822,0.440191,2.431372,-2.679673,0.036815,2.645764,-2.473768,-0.367232,2.812017,-2.222853,-0.764597,2.927106,-1.931495,-1.14805
346,-2.679673,2.409623,0.512886,-2.870821,2.068622,1.01067,-2.977439,1.666711,1.478695,-2.996386,1.215724,1.90318,-2.927106,0.728941,2.271627,-2.771639,0.220694,2.573186,-2.534561,-0.294051,2.798978,-2.222853,-0.800138,2.942356,-1.845695,-1.282665,2.999096,-1.41419,-1.727425,2.96753,-0.941045,-2.12132
347,-2.696023,2.365039,0.621334,-2.910094,1.931495,1.215724,-2.997967,1.41419,1.757394,-2.955833,0.835559,2.222853,-2.785518,0.220694,2.591919,-2.494409,-0.403742,2.848585,-2.095129,-1.01067,2.981721,-1.604993,-1.573769,2.985554,-1.045256,-2.068622,2.859918,-0.440191,-2.473768,2.610261,0.183962,-2.771639
348,-2.711968,2.319031,0.728941,-2.942356,1.787098,1.41419,-2.996386,1.14805,2.014677,-2.870821,0.440191,2.494409,-2.573186,-0.294051,2.824632,-2.12132,-1.01067,2.985554,-1.542308,-1.666711,2.96753,-0.870854,-2.222853,2.771639,-0.147203,-2.645764,2.409623,0.585271,-2.910094,1.90318,1.282665,-3.0
349,-2.727504,2.271627,0.835559,-2.96753,1.635975,1.604993,-2.972708,0.870854,2.247409,-2.742629,0.036815,2.711968,-2.295502,-0.800138,2.961904,-1.666711,-1.573769,2.977439,-0.906018,-2.222853,2.757342,-0.073624,-2.696023,2.319031,0.764597,-2.955833,1.697195,1.542308,-2.981721,0.941045,2.197963,-2.771639
350,-2.742629,2.222853,0.941045,-2.985554,1.478695,1.787098,-2.927106,0.585271,2.452754,-2.573186,-0.367232,2.870821,-1.959519,-1.282665,2.999096,-1.14805,-2.068622,2.824632,-0.220694,-2.645764,2.365039,0.728941,-2.955833,1.666711,1.604993,-2.96753,0.800138,2.319031,-2.679673,-0.147203,2.798978,-2.12132
351,-2.757342,2.172741,1.045256,-2.996386,1.315849,1.959519,-2.859918,0.294051,2.62821,-2.365039,-0.764597,2.96753,-1.573769,-1.727425,2.934952,-0.585271,-2.473768,2.534561,0.476574,-2.910094,1.816533,1.478695,-2.981721,0.870854,2.295502,-2.679673,-0.183962,2.824632,-2.041803,-1.215724,2.999774,-1.14805
352,-2.771639,2.12132,1.14805,-3.0,1.14805,2.12132,-2.771639,0.0,2.771639,-2.12132,-1.14805,3.0,-1.14805,-2.12132,2.771639,-0.0,-2.771639,2.12132,1.14805,-3.0,1.14805,2.12132,-2.771639,0.0,2.771639,-2.12132,-1.14805,3.0,-1.14805,-2.12132,2.771639,-0.0
353,-2.785518,2.068622,1.249289,-2.996386,0.975931,2.271627,-2.662919,-0.294051,2.881292,-1.845695,-1.510615,2.96753,-0.693174,-2.452754,2.514674,0.585271,-2.949316,1.604993,1.757394,-2.910094,0.403742,2.610261,-2.342212,-0.870854,2.988938,-1.348834,-1.987247,2.824632,-0.110422,-2.742629,2.147192,1.14805
354,-2.798978,2.014677,1.348834,-2.985554,0.800138,2.409623,-2.534561,-0.585271,2.955833,-1.542308,-1.845695,2.870821,-0.220694,-2.711968,2.172741,1.14805,-2.999096,1.01067,2.271627,-2.645764,-0.367232,2.910094,-1.727425,-1.666711,2.927106,-0.440191,-2.610261,2.319031,0.941045,-2.996386,1.215724,2.12132
355,-2.812017,1.959519,1.446551,-2.96753,0.621334,2.534561,-2.387511,-0.870854,2.994354,-1.215724,-2.147192,2.711968,0.257392,-2.891328,1.757394,1.666711,-2.91882,0.367232,2.662919,-2.222853,-1.113952,2.999096,-0.975931,-2.319031,2.591919,0.512886,-2.949316,1.542308,1.874578,-2.848585,0.110422,2.771639
356,-2.824632,1.90318,1.542308,-2.942356,0.440191,2.645764,-2.222853,-1.14805,2.996386,-0.870854,-2.409623,2.494409,0.728941,-2.985554,1.282665,2.12132,-2.711968,-0.294051,2.910094,-1.666711,-1.787098,2.870821,-0.147203,-2.771639,2.014677,1.41419,-2.96753,0.585271,2.573186,-2.319031,-1.01067,3.0
357,-2.836822,1.845695,1.635975,-2.910094,0.257392,2.742629,-2.041803,-1.41419,2.961904,-0.512886,-2.62821,2.222853,1.181976,-2.991871,0.764597,2.494409,-2.387511,-0.941045,2.999774,-1.01067,-2.342212,2.534561,0.693174,-2.985554,1.249289,2.172741,-2.662919,-0.440191,2.949316,-1.478695,-1.987247,2.771639
358,-2.848585,1.787098,1.727425,-2.870821,0.073624,2.824632,-1.845695,-1.666711,2.891328,-0.147203,-2.798978,1.90318,1.604993,-2.910094,0.220694,2.771639,-1.959519,-1.542308,2.927106,-0.294051,-2.742629,2.014677,1.478695,-2.942356,0.367232,2.711968,-2.068622,-1.41419,2.955833,-0.440191,-2.679673,2.12132
359,-2.859918,1.727425,1.816533,-2.824632,-0.110422,2.891328,-1.635975,-1.90318,2.785518,0.220694,-2.91882,1.542308,1.987247,-2.742629,-0.330667,2.942356,-1.446551,-2.068622,2.696023,0.440191,-2.961904,1.348834,2.147192,-2.645764,-0.54912,2.977439,-1.249289,-2.222853,2.591919,0.657304,-2.988938,1.14805
360,-2.870821,1.666711,1.90318,-2.771639,-0.294051,2.942356,-1.41419,-2.12132,2.645764,0.585271,-2.985554,1.14805,2.319031,-2.494409,-0.870854,3.0,-0.870854,-2.494409,2.319031,1.14805,-2.985554,0.585271,2.645764,-2.12132,-1.41419,2.942356,-0.294051,-2.771639,1.90318,1.666711,-2.870821,0.0
361,-2.881292,1.604993,1.987247,-2.711968,-0.476574,2.977439,-1.181976,-2.319031,2.473768,0.941045,-2.997967,0.728941,2.591919,-2.172741,-1.381616,2.942356,-0.257392,-2.798978,1.816533,1.787098,-2.812017,-0.220694,2.934952,-1.41419,-2.147192,2.610261,0.693174,-2.996386,0.975931,2.452754,-2.342212,-1.14805
362,-2.891328,1.542308,2.068622,-2.645764,-0.657304,2.996386,-0.941045,-2.494409,2.271627,1.282665,-2.955833,0.294051,2.798978,-1.787098,-1.845695,2.771639,0.367232,-2.96753,1.215724,2.319031,-2.452754,-1.01067,2.991871,-0.585271,-2.679673,2.014677,1.604993,-2.870821,-0.073624,2.910094,-1.478695,-2.12132
363,-2.900929,1.478695,2.147192,-2.573186,-0.835559,2.999096,-0.693174,-2.645764,2.041803,1.604993,-2.859918,-0.147203,2.934952,-1.348834,-2.247409,2.494409,0.975931,-2.991871,0.54912,2.711968,-1.931495,-1.727425,2.812017,0.294051,-2.961904,1.215724,2.342212,-2.409623,-1.113952,2.977439,-0.403742,-2.771639
364,-2.910094,1.41419,2.222853,-2.494409,-1.01067,2.985554,-0.440191,-2.771639,1.787098,1.90318,-2.711968,-0.585271,2.996386,-0.870854,-2.573186,2.12132,1.542308,-2.870821,-0.147203,2.942356,-1.282665,-2.319031,2.409623,1.14805,-2.96753,0.294051,2.824632,-1.666711,-2.014677,2.645764,0.728941,-3.0
365,-2.91882,1.348834,2.295502,-2.409623,-1.181976,2.955833,-0.183962,-2.870821,1.510615,2.172741,-2.514674,-1.01067,2.981721,-0.367232,-2.812017,1.666711,2.041803,-2.610261,-0.835559,2.996386,-0.54912,-2.742629,1.816533,1.90318,-2.696023,-0.657304,2.999774,-0.728941,-2.662919,1.959519,1.757394,-2.771639
366,-2.927106,1.282665,2.365039,-2.319031,-1.348834,2.910094,0.073624,-2.942356,1.215724,2.409623,-2.271627,-1.41419,2.891328,0.147203,-2.955833,1.14805,2.452754,-2.222853,-1.478695,2.870821,0.220694,-2.96753,1.079685,2.494409,-2.172741,-1.542308,2.848585,0.294051,-2.977439,1.01067,2.534561,-2.12132
367,-2.934952,1.215724,2.431372,-2.222853,-1.510615,2.848585,0.330667,-2.985554,0.906018,2.610261,-1.987247,-1.787098,2.727504,0.657304,-2.999774,0.585271,2.757342,-1.727425,-2.041803,2.573186,0.975931,-2.977439,0.257392,2.870821,-1.446551,-2.271627,2.387511,1.282665,-2.91882,-0.073624,2.949316,-1.14805
368,-2.942356,1.14805,2.494409,-2.12132,-1.666711,2.771639,0.585271,-3.0,0.585271,2.771639,-1.666711,-2.12132,2.494409,1.14805,-2.942356,0.0,2.942356,-1.14805,-2.494409,2.12132,1.666711,-2.771639,-0.585271,3.0,-0.585271,-2.771639,1.666711,2.12132,-2.494409,-1.14805,2.942356,-0.0
369,-2.949316,1.079685,2.554066,-2.014677,-1.816533,2.679673,0.835559,-2.985554,0.257392,2.891328,-1.315849,-2.409623,2.197963,1.604993,-2.785518,-0.585271,2.999774,-0.512886,-2.812017,1.542308,2.247409,-2.365039,-1.381616,2.870821,0.330667,-2.991871,0.764597,2.711968,-1.757394,-2.068622,2.514674,1.14805
370,-2.955833,1.01067,2.610261,-1.90318,-1.959519,2.573186,1.079685,-2.942356,-0.073624,2.96753,-0.941045,-2.645764,1.845695,2.014677,-2.534561,-1.14805,2.927106,0.147203,-2.977439,0.870854,2.679673,-1.787098,-2.068622,2.494409,1.215724,-2.910094,-0.220694,2.985554,-0.800138,-2.711968,1.727425,2.12132
371,-2.961904,0.941045,2.662919,-1.787098,-2.095129,2.452754,1.315849,-2.870821,-0.403742,2.999096,-0.54912,-2.824632,1.446551,2.365039,-2.197963,-1.666711,2.727504,0.800138,-2.981721,0.147203,2.934952,-1.079685,-2.591919,1.90318,1.987247,-2.534561,-1.181976,2.910094,0.257392,-2.991871,0.693174,2.771639
372,-2.96753,0.870854,2.711968,-1.666711,-2.222853,2.319031,1.542308,-2.771639,-0.728941,2.985554,-0.147203,-2.942356,1.01067,2.645764,-1.787098,-2.12132,2.409623,1.41419,-2.824632,-0.585271,2.996386,-0.294051,-2.910094,1.14805,2.573186,-1.90318,-2.014677,2.494409,1.282665,-2.870821,-0.440191,3.0
373,-2.972708,0.800138,2.757342,-1.542308,-2.342212,2.172741,1.757394,-2.645764,-1.045256,2.927106,0.257392,-2.996386,0.54912,2.848585,-1.315849,-2.494409,1.987247,1.959519,-2.514674,-1.282665,2.859918,0.512886,-2.997967,0.294051,2.91882,-1.079685,-2.62821,1.787098,2.147192,-2.365039,-1.510615,2.771639
374,-2.977439,0.728941,2.798978,-1.41419,-2.452754,2.014677,1.959519,-2.494409,-1.348834,2.824632,0.657304,-2.985554,0.073624,2.96753,-0.800138,-2.771639,1.478695,2.409623,-2.068622,-1.90318,2.534561,1.282665,-2.848585,-0.585271,2.991871,-0.147203,-2.955833,0.870854,2.742629,-1.542308,-2.365039,2.12132
375,-2.981721,0.657304,2.836822,-1.282665,-2.554066,1.845695,2.147192,-2.319031,-1.635975,2.679673,1.045256,-2.910094,-0.403742,2.999096,-0.257392,-2.942356,0.906018,2.742629,-1.510615,-2.409623,2.041803,1.959519,-2.473768,-1.41419,2.785518,0.800138,-2.961904,-0.147203,2.994354,-0.512886,-2.881292,1.14805
376,-2.985554,0.585271,2.870821,-1.14805,-2.645764,1.666711,2.319031,-2.12132,-1.90318,2.494409,1.41419,-2.771639,-0.870854,2.942356,0.294051,-3.0,0.294051,2.942356,-0.870854,-2.771639,1.41419,2.494409,-1.90318,-2.12132,2.319031,1.666711,-2.645764,-1.14805,2.870821,0.585271,-2.985554,-0.0
377,-2.988938,0.512886,2.900929,-1.01067,-2.727504,1.478695,2.473768,-1.90318,-2.147192,2.271627,1.757394,-2.573186,-1.315849,2.798978,0.835559,-2.942356,-0.330667,2.999096,-0.183962,-2.96753,0.693174,2.848585,-1.181976,-2.645764,1.635975,2.365039,-2.041803,-2.014677,2.387511,1.604993,-2.662919,-1.14805
378,-2.991871,0.440191,2.927106,-0.870854,-2.798978,1.282665,2.610261,-1.666711,-2.365039,2.014677,2.068622,-2.319031,-1.727425,2.573186,1.348834,-2.771639,-0.941045,2.910094,0.512886,-2.985554,-0.073624,2.996386,-0.367232,-2.942356,0.800138,2.824632,-1.215724,-2.645764,1.604993,2.409623,-1.959519,-2.12132
379,-2.994354,0.367232,2.949316,-0.728941,-2.859918,1.079685,2.727504,-1.41419,-2.554066,1.727425,2.342212,-2.014677,-2.095129,2.271627,1.816533,-2.494409,-1.510615,2.679673,1.181976,-2.824632,-0.835559,2.927106,0.476574,-2.985554,-0.110422,2.999096,-0.257392,-2.96753,0.621334,2.891328,-0.975931,-2.771639
380,-2.996386,0.294051,2.96753,-0.585271,-2.910094,0.870854,2.824632,-1.14805,-2.711968,1.41419,2.573186,-1.666711,-2.409623,1.90318,2.222853,-2.12132,-2.014677,2.319031,1.787098,-2.494409,-1.542308,2.645764,1.282665,-2.771639,-1.01067,2.870821,0.728941,-2.942356,-0.440191,2.985554,0.147203,-3.0
381,-2.997967,0.220694,2.981721,-0.440191,-2.949316,0.657304,2.900929,-0.870854,-2.836822,1.079685,2.757342,-1.282665,-2.662919,1.478695,2.554066,-1.666711,-2.431372,1.845695,2.295502,-2.014677,-2.147192,2.172741,1.987247,-2.319031,-1.816533,2.452754,1.635975,-2.573186,-1.446551,2.679673,1.249289,-2.771639
382,-2.999096,0.147203,2.991871,-0.294051,-2.977439,0.440191,2.955833,-0.585271,-2.927106,0.728941,2.891328,-0.870854,-2.848585,1.01067,2.798978,-1.14805,-2.742629,1.282665,2.679673,-1.41419,-2.610261,1.542308,2.534561,-1.666711,-2.452754,1.787098,2.365039,-1.90318,-2.271627,2.014677,2.172741,-2.12132
383,-2.999774,0.073624,2.997967,-0.147203,-2.994354,0.220694,2.988938,-0.294051,-2.981721,0.367232,2.972708,-0.440191,-2.961904,0.512886,2.949316,-0.585271,-2.934952,0.657304,2.91882,-0.728941,-2.900929,0.800138,2.881292,-0.870854,-2.859918,0.941045,2.836822,-1.01067,-2.812017,1.079685,2.785518,-1.14805
384,-3.0,0.0,3.0,-0.0,-3.0,0.0,3.0,-0.0,-3.0,0.0,3.0,-0.0,-3.0,-0.0,3.0,-0.0,-3.0,0.0,3.0,-0.0,-3.0,0.0,3.0,-0.0,-3.0,-0.0,3.0,0.0,-3.0,0.0,3.0,-0.0
385,-2.999774,-0.073624,2.997967,0.147203,-2.994354,-0.220694,2.988938,0.294051,-2.981721,-0.367232,2.972708,0.440191,-2.961904,-0.512886,2.949316,0.585271,-2.934952,-0.657304,2.91882,0.728941,-2.900929,-0.800138,2.881292,0.870854,-2.859918,-0.941045,2.836822,1.01067,-2.812017,-1.079685,2.785518,1.14805
386,-2.999096,-0.147203,2.991871,0.294051,-2.977439,-0.440191,2.955833,0.585271,-2.927106,-0.728941,2.891328,0.870854,-2.848585,-1.01067,2.798978,1.14805,-2.742629,-1.282665,2.679673,1.41419,-2.610261,-1.542308,2.534561,1.666711,-2.452754,-1.787098,2.365039,1.90318,-2.271627,-2.014677,2.172741,2.12132
387,-2.997967,-0.220694,2.981721,0.440191,-2.949316,-0.657304,2.900929,0.870854,-2.836822,-1.079685,2.757342,1.282665,-2.662919,-1.478695,2.554066,1.666711,-2.431372,-1.845695,2.295502,2.014677,-2.147192,-2.172741,1.987247,2.319031,-1.816533,-2.452754,1.635975,2.573186,-1.446551,-2.679673,1.249289,2.771639
388,-2.996386,-0.294051,2.96753,0.585271,-2.910094,-0.870854,2.824632,1.14805,-2.711968,-1.41419,2.573186,1.666711,-2.409623,-1.90318,2.222853,2.12132,-2.014677,-2.319031,1.787098,2.494409,-1.542308,-2.645764,1.282665,2.771639,-1.01067,-2.870821,0.728941,2.942356,-0.440191,-2.985554,0.147203,3.0
389,-2.994354,-0.367232,2.949316,0.728941,-2.859918,-1.079685,2.727504,1.41419,-2.554066,-1.727425,2.342212,2.014677,-2.095129,-2.271627,1.816533,2.494409,-1.510615,-2.679673,1.181976,2.824632,-0.835559,-2.927106,0.476574,2.985554,-0.110422,-2.999096,-0.257392,2.96753,0.621334,-2.891328,-0.975931,2.771639
390,-2.991871,-0.440191,2.927106,0.870854,-2.798978,-1.282665,2.610261,1.666711,-2.365039,-2.014677,2.068622,2.319031,-1.727425,-2.573186,1.348834,2.771639,-0.941045,-2.910094,0.512886,2.985554,-0.073624,-2.996386,-0.367232,2.942356,0.800138,-2.824632,-1.215724,2.645764,1.604993,-2.409623,-1.959519,2.12132
