cyclecount,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53
50,41.65633,56.97679,27.29412,2.77932,2.39025,107.77932,15.36585,212.77932,10.12892,46.36219,61.29631,24.94118,2.77932,1.6821,107.77932,20.4878,212.77932,6.39913,44.94244,59.61664,25.88235,2.77932,1.90663,107.77932,13.53659,212.77932,8.0252,39.15392,55.78497,28.70588,2.77932,2.72718,107.77932,12.07317,212.77932,22.36481,52.01374,64.64183,22.58824,2.77932,1.35413,107.77932,0.36585,212.77932,30.0,65.58377,69.22109,21.64706,2.77932,0.62865,107.77932,6.21951,212.77932,11.68999
51,41.09946,56.44084,28.23529,2.83491,2.46969,107.83491,15.55959,212.83491,10.12892,46.20794,60.47099,25.41176,2.83491,1.75291,107.83491,20.4878,212.83491,8.38512,44.39886,59.11331,26.35294,2.83491,1.98608,107.83491,13.90244,212.83491,9.47006,38.7816,55.94618,28.70588,2.83491,2.76687,107.83491,12.07317,212.83491,25.96669,51.80472,64.61699,22.58824,2.83491,1.36276,107.83491,0.36585,212.83491,30.0,64.94549,69.2608,21.64706,2.83491,0.66041,107.83491,6.21951,212.83491,13.38723
52,40.63201,55.85817,28.23529,2.89049,2.54363,107.89049,15.73171,212.89049,9.26454,45.52839,60.0187,25.41176,2.89049,1.83073,107.89049,20.4878,212.89049,7.1559,43.85554,58.60156,26.35294,2.89049,2.05527,107.89049,14.26829,212.89049,9.52302,38.42174,55.88399,29.17647,2.89049,2.80659,107.89049,12.07317,212.89049,27.25916,51.2928,64.58799,22.58824,2.89049,1.37303,107.89049,0.36585,212.89049,26.74025,64.45855,69.06685,21.64706,2.89049,0.67805,107.89049,6.21951,212.89049,16.45857
53,39.96983,55.47305,28.70588,2.94608,2.61995,107.94608,15.73171,212.94608,10.02873,44.8367,59.49792,25.88235,2.94608,1.9118,107.94608,20.4878,212.94608,8.24044,43.38831,58.12682,26.82353,2.94608,2.1277,107.94608,14.26829,212.94608,10.28957,38.06082,55.73281,29.17647,2.94608,2.84495,107.94608,12.07317,212.94608,26.38205,50.54946,64.51702,22.58824,2.94608,1.38867,107.94608,0.36585,212.94608,5.14495,64.02237,68.97165,21.64706,2.94608,0.7012,107.94608,6.21951,212.94608,15.38548
54,39.32696,55.40079,29.17647,3.00167,2.69115,108.00167,15.73171,213.00167,8.81121,44.29939,58.98699,26.35294,3.00167,1.99125,108.00167,20.4878,213.00167,7.34937,42.82134,57.7271,26.82353,3.00167,2.20715,108.00167,15.0,213.00167,10.67064,37.66376,55.61713,29.17647,3.00167,2.8774,108.00167,12.07317,213.00167,22.36481,49.83818,64.44989,22.58824,3.00167,1.40594,108.00167,0.36585,213.00167,11.79357,63.63204,68.94067,21.64706,3.00167,0.72106,108.00167,6.21951,213.00167,14.12647
55,38.68663,55.47893,29.17647,3.05725,2.75814,108.05725,15.73171,213.05725,9.84134,43.74368,58.54263,26.35294,3.05725,2.06206,108.05725,20.4878,213.05725,8.57162,42.34752,57.27948,27.29412,3.05725,2.26933,108.05725,15.72276,213.05725,10.01547,37.22473,55.35463,30.11765,3.05725,2.91713,108.05725,12.07317,213.05725,22.36481,49.13324,64.53679,23.52941,3.05725,1.43174,108.05725,0.36585,213.05725,9.93137,63.10455,68.81118,21.64706,3.05725,0.74092,108.05725,6.21951,213.05725,18.67932
56,38.0277,55.55544,29.17647,3.11284,2.82781,108.11284,15.73171,213.11284,11.68621,43.32931,58.02378,26.82353,3.11284,2.13287,108.11284,20.4878,213.11284,10.53817,41.804,56.85059,27.29412,3.11284,2.34877,108.11284,15.73171,213.11284,10.96746,36.87819,55.0512,30.11765,3.11284,2.95065,108.11284,12.07317,213.11284,19.63459,48.60889,64.23523,23.52941,3.11284,1.4542,108.11284,0.36585,213.11284,12.24614,62.58114,69.56087,21.64706,3.11284,0.78059,108.11284,6.21951,213.11284,16.05028
57,37.40009,55.49012,30.11765,3.16843,2.88668,108.16843,15.73171,213.16843,11.68621,42.69962,57.66174,26.82353,3.16843,2.21232,108.16843,20.4878,213.16843,9.87576,41.38091,56.25568,28.23529,3.16843,2.43685,108.16843,15.73171,213.16843,10.68911,36.69944,54.63261,30.11765,3.16843,2.98243,108.16843,12.07317,213.16843,18.69404,48.02237,63.88045,24.0,3.16843,1.48528,108.16843,0.36585,213.16843,10.71962,62.34253,69.46856,21.64706,3.16843,0.79139,108.16843,6.21951,213.16843,13.8946
58,36.73209,55.26536,30.11765,3.22401,2.94069,108.22401,15.73171,213.22401,13.41012,42.06701,57.08391,27.29412,3.22401,2.29948,108.22401,20.4878,213.22401,8.90919,40.83426,55.92588,28.23529,3.22401,2.5163,108.22401,15.36585,213.22401,9.48131,36.51066,54.20818,30.11765,3.22401,3.01421,108.22401,12.07317,213.22401,18.69404,47.51757,63.44224,24.0,3.22401,1.51637,108.22401,0.36585,213.22401,23.03323,61.75478,69.61509,21.64706,3.22401,0.81459,108.22401,6.21951,213.22401,20.49776
59,36.23322,54.64627,30.58824,3.2796,2.99791,108.2796,15.38241,213.2796,8.25112,41.51773,56.51232,27.29412,3.2796,2.38849,108.2796,20.4878,213.2796,8.83874,40.46164,55.64705,28.70588,3.2796,2.58711,108.2796,15.73171,213.2796,16.01367,36.27591,53.75906,30.58824,3.2796,3.04187,108.2796,12.42247,213.2796,18.69404,47.03159,63.07954,24.47059,3.2796,1.55609,108.2796,0.36585,213.2796,11.35251,61.15834,69.94041,21.64706,3.2796,0.8397,108.2796,6.21951,213.2796,20.65736
60,35.7851,53.91674,30.58824,3.33519,3.04666,108.33519,15.0,213.33519,8.41075,41.10054,55.93884,28.23529,3.33519,2.46793,108.33519,20.4878,213.33519,8.50116,39.87767,55.58089,28.70588,3.33519,2.66656,108.33519,16.46341,213.33519,18.06732,36.0808,53.27595,30.58824,3.33519,3.0657,108.33519,12.80488,213.33519,17.47823,46.80486,62.34349,24.47059,3.33519,1.60445,108.33519,0.36585,213.33519,12.24614,60.66558,70.2513,21.64706,3.33519,0.86182,108.33519,6.21951,213.33519,7.7168
61,35.37889,53.19108,31.05882,3.39077,3.08638,108.39077,15.0,213.39077,7.68174,40.50041,55.72615,28.23529,3.39077,2.55602,108.39077,20.4878,213.39077,10.44884,39.20778,55.66201,28.70588,3.39077,2.74601,108.39077,16.09756,213.39077,14.82064,36.03225,52.75794,30.58824,3.39077,3.08953,108.39077,12.80488,213.39077,15.839,46.43581,61.74358,24.94118,3.39077,1.65281,108.39077,0.36585,213.39077,8.47781,60.76605,70.23116,21.64706,3.39077,0.86188,108.39077,6.21951,213.39077,13.582
62,35.16069,52.3923,31.05882,3.44636,3.10803,108.44636,14.63415,213.44636,9.99703,39.83323,55.63924,28.70588,3.44636,2.63546,108.44636,20.4878,213.44636,12.87903,38.59005,55.72133,28.70588,3.44636,2.80818,108.44636,17.19512,213.44636,10.81175,36.21693,52.14932,30.58824,3.44636,3.11405,108.44636,12.80488,213.44636,15.839,46.26557,61.19107,24.94118,3.44636,1.70278,108.44636,0.36585,213.44636,11.92712,60.89034,70.15928,21.64706,3.44636,0.86316,108.44636,6.21951,213.44636,24.35758
63,35.41018,51.56964,31.05882,3.50195,3.1319,108.50195,14.63415,213.50195,7.75694,39.17729,55.76565,28.70588,3.50195,2.71491,108.50195,20.4878,213.50195,11.58,37.91531,55.50475,29.17647,3.50195,2.87899,108.50195,17.19512,213.50195,11.63769,36.47772,51.55381,30.58824,3.50195,3.13893,108.50195,12.39717,213.50195,13.32247,46.11036,60.53388,24.94118,3.50195,1.75817,108.50195,0.36585,213.50195,27.56402,61.0786,69.94,21.64706,3.50195,0.86812,108.50195,6.21951,213.50195,30.0
64,35.8339,50.7784,30.58824,3.55753,3.14863,108.55753,14.63415,213.55753,5.84636,38.53571,55.77408,28.70588,3.55753,2.79436,108.55753,20.4878,213.55753,11.91955,37.2427,55.05545,30.11765,3.55753,2.94647,108.55753,17.56098,213.55753,13.97515,36.71958,50.94458,30.11765,3.55753,3.15864,108.55753,12.07317,213.55753,11.68621,45.84828,60.00769,25.41176,3.55753,1.81516,108.55753,0.36585,213.55753,11.6185,61.23034,69.55756,21.64706,3.55753,0.87051,108.55753,6.21951,213.55753,15.44663
65,36.20135,50.02027,30.58824,3.61312,3.16329,108.61312,14.63415,213.61312,8.23371,37.81313,55.54511,29.17647,3.61312,2.86517,108.61312,20.4878,213.61312,11.41829,36.69067,54.34707,30.11765,3.61312,3.00347,108.61312,17.92683,213.61312,8.0472,36.91524,50.3434,30.11765,3.61312,3.17796,108.61312,12.07317,213.61312,11.68621,45.31223,59.78118,25.88235,3.61312,1.87203,108.61312,0.36585,213.61312,13.27115,61.26851,69.63412,21.64706,3.61312,0.87051,108.61312,7.2365,213.61312,6.87316
66,36.37951,49.05947,31.05882,3.6687,3.19864,108.6687,14.63415,213.6687,6.81526,37.22449,55.21506,30.11765,3.6687,2.92229,108.6687,20.4878,213.6687,9.23587,36.28204,53.61314,30.58824,3.6687,3.05183,108.6687,17.92683,213.6687,6.57615,36.96275,49.73869,30.11765,3.6687,3.2018,108.6687,11.60917,213.6687,11.68621,45.05936,59.50831,25.88235,3.6687,1.91188,108.6687,0.36585,213.6687,13.99023,61.27301,69.71681,21.64706,3.6687,0.87051,108.6687,9.59248,213.6687,14.06878
67,36.09505,48.05586,31.05882,3.72429,3.23996,108.72429,14.63415,213.72429,5.84636,36.83185,54.578,30.11765,3.72429,2.97928,108.72429,20.4878,213.72429,10.38978,36.00275,52.87155,30.58824,3.72429,3.07428,108.72429,19.7561,213.72429,7.17543,36.87407,49.1086,30.58824,3.72429,3.22563,108.72429,10.60976,213.72429,11.68621,44.8863,59.37113,25.88235,3.72429,1.93433,108.72429,0.36585,213.72429,30.0,61.1332,69.82912,21.64706,3.72429,0.87307,108.72429,11.34146,213.72429,27.83252
68,35.43096,46.77052,31.52941,3.77988,3.31941,108.77988,14.63415,213.77988,3.42637,36.36338,54.01774,30.58824,3.77988,3.01901,108.77988,20.4878,213.77988,8.80823,36.23617,52.00898,30.58824,3.77988,3.09673,108.77988,19.7561,213.77988,18.04949,36.70461,48.54576,30.58824,3.77988,3.24879,108.77988,10.60976,213.77988,12.14151,44.67868,59.22292,25.88235,3.77988,1.95864,108.77988,1.75057,213.77988,30.0,60.57756,70.02678,21.64706,3.77988,0.883,108.77988,11.34146,213.77988,30.0
69,34.96612,45.43457,31.52941,3.83546,3.39199,108.83546,14.63415,213.83546,1.16256,36.12564,53.36512,30.58824,3.83546,3.05009,108.83546,20.4878,213.83546,10.28181,36.55963,51.16314,30.11765,3.83546,3.11586,108.83546,20.12195,213.83546,6.54037,36.5763,48.07119,30.58824,3.83546,3.26865,108.83546,10.60976,213.83546,15.33006,44.47105,59.07471,26.35294,3.83546,1.98455,108.83546,1.46341,213.83546,30.0,60.02193,70.22444,21.64706,3.83546,0.89293,108.83546,11.34146,213.83546,30.0
70,34.10942,46.06375,32.0,3.89105,3.44814,108.89105,14.63415,213.89105,3.02233,35.93714,52.708,30.58824,3.89105,3.08118,108.89105,20.4878,213.89105,10.59824,36.76404,50.02376,30.11765,3.89105,3.14163,108.89105,20.12195,213.89105,3.98894,36.29231,47.63272,31.05882,3.89105,3.29883,108.89105,10.60976,213.89105,18.05781,44.22775,58.86939,26.35294,3.89105,2.01883,108.89105,1.82357,213.89105,30.0,59.09134,70.59699,21.64706,3.89105,0.9136,108.89105,11.34146,213.89105,18.74413
71,34.07312,47.40907,31.52941,3.94664,3.49836,108.94664,14.63415,213.94664,4.31297,36.23833,51.89209,30.58824,3.94664,3.095,108.94664,20.4878,213.94664,9.95931,36.73563,49.09095,30.58824,3.94664,3.18136,108.94664,20.12195,213.94664,4.58034,36.00491,47.18077,31.05882,3.94664,3.32442,108.94664,11.13428,213.94664,16.58094,43.78694,58.51222,26.35294,3.94664,2.07595,108.94664,1.82927,213.94664,11.22234,58.07504,70.2845,21.64706,3.94664,0.94465,108.94664,11.34146,213.94664,1.95156
72,33.94154,48.3471,31.52941,4.00222,3.53197,109.00222,14.63415,214.00222,2.19364,36.53522,51.00207,30.11765,4.00222,3.11745,109.00222,20.4878,214.00222,5.87439,36.45009,48.2059,31.05882,4.00222,3.2313,109.00222,19.7561,214.00222,5.26242,35.90797,46.65776,31.05882,4.00222,3.34825,109.00222,10.87551,214.00222,14.32971,43.37814,58.14953,26.82353,4.00222,2.13295,109.00222,1.82927,214.00222,23.9527,57.43904,69.98499,21.64706,4.00222,0.96028,109.00222,11.34146,214.00222,6.4894
73,33.93717,49.06223,31.52941,4.05781,3.56368,109.05781,14.63415,214.05781,6.63733,36.84461,50.07777,30.11765,4.05781,3.1399,109.05781,20.4878,214.05781,5.9912,35.92609,47.49616,31.05882,4.05781,3.27807,109.05781,19.02439,214.05781,15.30169,35.81452,46.15776,31.05882,4.05781,3.37209,109.05781,10.60976,214.05781,14.76692,43.09997,57.73452,26.82353,4.05781,2.18131,109.05781,1.82927,214.05781,12.84066,57.03245,69.50771,21.64706,4.05781,0.97993,109.05781,11.34146,214.05781,11.68621
74,33.31226,49.10993,32.47059,4.1134,3.60278,109.1134,14.63415,214.1134,9.61671,36.76259,49.04197,30.58824,4.1134,3.17962,109.1134,20.4878,214.1134,2.9402,35.97989,46.5758,31.05882,4.1134,3.32975,109.1134,19.02439,214.1134,6.34692,35.50533,45.77972,31.05882,4.1134,3.40004,109.1134,11.13297,214.1134,15.839,42.64543,57.51212,26.82353,4.1134,2.2383,109.1134,1.82927,214.1134,17.01303,56.60178,68.87783,21.64706,4.1134,1.00788,109.1134,11.34146,214.1134,11.68621
75,33.08319,48.32058,32.47059,4.16898,3.66544,109.16898,14.63415,214.16898,12.26016,36.5021,48.26489,30.58824,4.16898,3.21935,109.16898,20.4878,214.16898,11.15415,35.51153,45.86116,31.05882,4.16898,3.37479,109.16898,19.39024,214.16898,5.86244,35.01736,45.77546,31.52941,4.16898,3.42839,109.16898,11.70732,214.16898,15.839,42.20481,57.14339,27.29412,4.16898,2.2953,109.16898,1.82927,214.16898,16.95706,56.07668,68.39789,21.64706,4.16898,1.03453,109.16898,11.34146,214.16898,7.70802
76,32.61302,47.68249,32.47059,4.22457,3.7374,109.22457,14.63415,214.22457,8.3521,36.03899,47.69503,31.05882,4.22457,3.25907,109.22457,20.4878,214.22457,7.78737,34.83708,46.34667,31.52941,4.22457,3.41452,109.22457,19.39024,214.22457,8.52457,34.66255,46.26241,31.52941,4.22457,3.45496,109.22457,11.70732,214.22457,15.06278,41.84706,56.75453,27.29412,4.22457,2.35733,109.22457,1.82927,214.22457,19.93198,54.53925,67.12896,21.64706,4.22457,1.08209,109.22457,11.34146,214.22457,4.63443
77,32.05409,47.15734,32.94118,4.28016,3.79955,109.28016,14.63415,214.28016,4.94208,35.96958,46.95431,31.05882,4.28016,3.29879,109.28016,20.4878,214.28016,9.21026,34.61959,47.25372,31.52941,4.28016,3.45266,109.28016,19.39024,214.28016,18.08995,34.61971,46.95752,31.52941,4.28016,3.48674,109.28016,11.70732,214.28016,12.62628,41.48971,56.30974,28.23529,4.28016,2.41793,109.28016,1.82927,214.28016,15.73735,54.41436,66.79538,22.11765,4.28016,1.09633,109.28016,11.34146,214.28016,2.18644
78,31.6288,46.4059,33.41176,4.33574,3.87238,109.33574,14.63415,214.33574,7.53133,35.88515,46.07327,31.05882,4.33574,3.34715,109.33574,20.4878,214.33574,9.12288,34.35394,48.02808,31.52941,4.33574,3.47857,109.33574,19.39024,214.33574,6.83198,34.54774,47.65219,31.52941,4.33574,3.51762,109.33574,11.70732,214.33574,10.50961,41.15923,55.8702,28.23529,4.33574,2.48356,109.33574,1.82927,214.33574,13.35144,54.22658,66.45742,22.11765,4.33574,1.10129,109.33574,11.34146,214.33574,5.80725
79,30.83716,46.30754,33.88235,4.39133,3.94466,109.39133,14.63415,214.39133,7.08963,35.08051,46.04352,31.52941,4.39133,3.39551,109.39133,20.4878,214.39133,7.04497,34.12908,48.97601,31.52941,4.39133,3.51641,109.39133,19.39024,214.39133,7.66079,34.40138,48.27254,31.52941,4.39133,3.54273,109.39133,11.70732,214.39133,12.53235,40.539,55.73362,28.23529,4.39133,2.56113,109.39133,1.82927,214.39133,16.73573,54.13045,66.36611,22.11765,4.39133,1.10492,109.39133,11.34146,214.39133,22.16562
80,30.02941,47.05545,34.82353,4.44691,4.01384,109.44691,14.63415,214.44691,7.73792,34.76906,47.12814,31.52941,4.44691,3.43523,109.44691,20.4878,214.44691,6.26437,33.6741,49.64888,31.52941,4.44691,3.56477,109.44691,19.02439,214.44691,5.59444,34.25209,48.93892,31.52941,4.44691,3.57341,109.44691,11.70732,214.44691,13.55497,40.14306,55.76278,28.70588,4.44691,2.61482,109.44691,1.82927,214.44691,13.1519,53.72254,65.93015,22.11765,4.44691,1.11982,109.44691,11.34146,214.44691,19.96561
81,29.56933,47.7176,34.82353,4.5025,4.05189,109.5025,14.63415,214.5025,5.20838,34.51191,47.96309,31.52941,4.5025,3.46632,109.5025,20.4878,214.5025,5.26191,33.20841,49.07595,32.47059,4.5025,3.62679,109.5025,18.65854,214.5025,9.54963,34.09929,49.56086,31.52941,4.5025,3.61313,109.5025,11.70732,214.5025,10.51376,39.74385,55.5118,28.70588,4.5025,2.68045,109.5025,1.82927,214.5025,30.0,53.21424,65.55408,22.11765,4.5025,1.13779,109.5025,11.34146,214.5025,18.69404
82,29.08036,48.24749,35.76471,4.55809,4.06644,109.55809,14.63415,214.55809,8.72326,34.24004,48.6443,31.52941,4.55809,3.49034,109.55809,20.4878,214.55809,6.80644,33.20964,48.31464,32.47059,4.55809,3.69761,109.55809,18.65854,214.55809,30.0,33.88263,50.06409,31.52941,4.55809,3.65254,109.55809,11.70732,214.55809,11.81055,39.18659,55.60622,28.70588,4.55809,2.74608,109.55809,1.82927,214.55809,17.28126,52.47043,65.29977,22.58824,4.55809,1.16571,109.55809,11.34146,214.55809,15.38684
83,29.22819,49.19806,35.76471,4.61367,4.08233,109.61367,14.63415,214.61367,6.78317,33.91012,49.52953,31.52941,4.61367,3.53713,109.61367,20.4878,214.61367,7.35295,32.70253,47.89526,32.47059,4.61367,3.75978,109.61367,18.57861,214.61367,8.64273,33.40327,49.89577,32.47059,4.61367,3.68432,109.61367,11.70732,214.61367,15.61937,38.73045,55.71518,28.70588,4.61367,2.79444,109.61367,1.82927,214.61367,16.41131,51.46974,64.9225,22.58824,4.61367,1.21023,109.61367,11.34146,214.61367,9.22443
84,29.12435,49.79268,35.29412,4.66926,4.08547,109.66926,14.63415,214.66926,9.88796,33.37057,49.07755,32.47059,4.66926,3.59413,109.66926,20.4878,214.66926,7.52685,32.31293,47.22998,32.94118,4.66926,3.8273,109.66926,18.65854,214.66926,13.55497,33.21124,49.27548,32.47059,4.66926,3.7388,109.66926,11.70732,214.66926,15.839,38.43879,55.56286,29.17647,4.66926,2.83087,109.66926,1.82927,214.66926,20.04643,50.58267,64.77786,22.58824,4.66926,1.24449,109.66926,11.34146,214.66926,3.43602
85,28.78332,50.69822,35.29412,4.72485,4.09172,109.72485,14.63415,214.72485,10.18305,33.24954,48.42693,32.47059,4.72485,3.65112,109.72485,20.4878,214.72485,12.65096,31.70823,46.60699,32.94118,4.72485,3.9014,109.72485,19.01748,214.72485,8.90912,33.21796,48.7534,32.47059,4.72485,3.78066,109.72485,11.70732,214.72485,13.98258,38.00854,55.50406,29.17647,4.72485,2.87389,109.72485,7.68293,214.72485,30.0,49.88134,64.9489,22.58824,4.72485,1.27627,109.72485,11.34146,214.72485,5.83423
86,28.52271,51.86617,35.29412,4.78043,4.10286,109.78043,14.63415,214.78043,3.98573,32.84808,47.93876,32.47059,4.78043,3.70812,109.78043,20.4878,214.78043,11.22234,31.00515,46.85419,33.88235,4.78043,3.95856,109.78043,19.02439,214.78043,10.3987,33.18002,48.37882,32.47059,4.78043,3.8142,109.78043,11.70732,214.78043,13.55497,37.59901,55.30978,29.64706,4.78043,2.91361,109.78043,7.68293,214.78043,23.76148,49.12047,64.67614,23.52941,4.78043,1.32915,109.78043,11.34146,214.78043,12.62649
87,28.1623,52.86289,35.76471,4.83602,4.11919,109.83602,14.63415,214.83602,2.82967,32.39681,47.36241,32.94118,4.83602,3.77531,109.83602,20.4878,214.83602,13.1519,30.50364,47.48845,33.88235,4.83602,4.00536,109.83602,19.39024,214.83602,9.46395,32.91031,48.14836,32.47059,4.83602,3.84804,109.83602,11.70732,214.83602,17.44231,37.19187,55.046,30.11765,4.83602,2.95178,109.83602,8.07949,214.83602,18.62506,48.37781,64.04884,24.0,4.83602,1.38839,109.83602,11.34146,214.83602,7.28027
88,27.46071,53.49152,36.23529,4.89161,4.15091,109.89161,14.63415,214.89161,6.3765,31.97904,46.7516,32.94118,4.89161,3.84802,109.89161,20.4878,214.89161,9.71383,29.92915,47.87585,34.82353,4.89161,4.02937,109.89161,19.39024,214.89161,8.24815,32.54649,47.96586,32.47059,4.89161,3.8828,109.89161,11.70732,214.89161,26.64355,37.0084,54.66327,30.11765,4.89161,2.98442,109.89161,9.5122,214.89161,15.14985,47.44916,63.33262,24.47059,4.89161,1.45811,109.89161,11.34146,214.89161,3.94426
89,27.20207,54.22714,36.23529,4.94719,4.17273,109.94719,14.63415,214.94719,7.29352,31.29224,46.64018,33.88235,4.94719,3.9083,109.94719,20.4878,214.94719,8.4405,29.545,48.59028,34.82353,4.94719,4.0399,109.94719,19.39024,214.94719,10.10041,32.39109,47.57232,32.94118,4.94719,3.91472,109.94719,11.70732,214.94719,27.25916,36.57199,54.33082,30.11765,4.94719,3.01551,109.94719,8.04878,214.94719,25.94145,46.96809,62.56253,24.47059,4.94719,1.53341,109.94719,11.34146,214.94719,4.11436
90,26.80779,55.11433,35.76471,5.00278,4.21668,110.00278,14.63415,215.00278,7.18522,30.77032,47.2844,33.88235,5.00278,3.96201,110.00278,20.4878,215.00278,10.78093,29.25647,49.53055,35.29412,5.00278,4.04854,110.00278,19.39024,215.00278,7.3737,32.18157,47.22295,32.94118,5.00278,3.9465,110.00278,11.70732,215.00278,23.24632,36.30905,53.93548,30.58824,5.00278,3.03813,110.00278,8.04878,215.00278,14.16555,46.75842,61.6762,24.47059,5.00278,1.61286,110.00278,11.34146,215.00278,5.8544
91,26.17958,55.7811,35.29412,5.05837,4.26248,110.05837,14.63415,215.05837,7.68174,30.26951,47.70255,34.82353,5.05837,4.00173,110.05837,20.4878,215.05837,8.00327,28.96209,50.37023,35.29412,5.05837,4.04854,110.05837,19.39024,215.05837,9.42142,31.9041,46.88321,32.94118,5.05837,3.97828,110.05837,11.70732,215.05837,19.63996,36.10433,53.42295,30.58824,5.05837,3.06041,110.05837,8.41463,215.05837,18.48012,46.33511,60.7796,24.94118,5.05837,1.70094,110.05837,11.34146,215.05837,6.3294
92,25.54481,56.3896,35.29412,5.11395,4.31832,110.11395,14.63415,215.11395,4.57277,29.79851,48.35536,34.82353,5.11395,4.03127,110.11395,20.4878,215.11395,10.07201,28.82058,51.32535,35.29412,5.11395,4.05718,110.11395,19.02439,215.11395,5.93844,31.50652,46.75949,32.94118,5.11395,4.00456,110.11395,11.70732,215.11395,20.9129,35.8982,52.90195,30.58824,5.11395,3.08131,110.11395,8.41463,215.11395,15.49519,45.96536,60.2056,25.41176,5.11395,1.77379,110.11395,11.34146,215.11395,6.44095
93,24.80719,56.58894,35.76471,5.16954,4.37385,110.16954,14.63415,215.16954,7.68174,29.57811,49.21521,34.82353,5.16954,4.0399,110.16954,20.4878,215.16954,8.14463,28.43739,52.46472,36.23529,5.16954,4.07445,110.16954,19.02439,215.16954,2.35419,31.0719,46.99104,33.88235,5.16954,4.0332,110.16954,11.70732,215.16954,20.20442,35.96532,52.27977,30.58824,5.16954,3.08995,110.16954,7.68293,215.16954,12.99507,45.21885,59.85812,25.88235,5.16954,1.86432,110.16954,11.34146,215.16954,9.13363
94,24.75743,55.48408,36.70588,5.22513,4.47358,110.22513,14.63415,215.22513,9.28617,29.29693,50.20756,35.29412,5.22513,4.04854,110.22513,20.4878,215.22513,4.39618,27.87108,53.33357,35.76471,5.22513,4.10363,110.22513,19.02439,215.22513,3.76231,30.74388,47.38924,33.88235,5.22513,4.05676,110.22513,11.70732,215.22513,17.25154,36.21592,51.68676,30.58824,5.22513,3.10722,110.22513,7.68293,215.22513,12.84066,44.18977,59.52649,26.35294,5.22513,1.98683,110.22513,11.34146,215.22513,7.9398
