cyclecount,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64
42,0.373353,0.0,0.0,0.138195,0.0,0.0,0.0,0.069525,0.0,0.0,0.027485,0.0,0.132249,0.0,0.101178,0.01463,0.0,0.016008,0.038198,1.346943,2.606846,1.265515,0.011184,0.011196,0.02021,0.091532,1.21649,0.629482,0.008103,0.023024,0.411407,0.230299,0.064185,0.891036,0.023418,0.273029,0.014105,0.49125,1.095199,0.077498,2.444371,1.236615,0.943255,0.337931,0.441431,0.443005,0.301597,0.297916,0.329454,0.182938,0.05018,0.110946,0.061618,0.014972,0.021025,0.014849,0.02303,0.011276,0.0139,0.00933,0.008698,0.007242,0.005907,0.01381
43,0.333185,0.0,0.0,0.052337,0.0,0.0,0.0,0.114072,0.0,0.0,0.143989,0.0,0.169094,0.0,0.0813,0.020571,0.0,0.002416,0.016545,1.351352,2.574349,1.243206,0.013547,0.0068,0.009669,0.052757,1.095439,0.570361,0.005288,0.017027,0.37769,0.206176,0.044743,0.845743,0.015642,0.240361,0.005551,0.453266,0.891782,0.102269,2.054895,1.100148,0.760727,0.355048,0.42648,0.384047,0.247222,0.246439,0.321223,0.184661,0.052963,0.098602,0.056724,0.012879,0.018803,0.015124,0.031979,0.010849,0.008984,0.009047,0.007834,0.006817,0.007614,0.014562
44,0.271188,0.0,0.0,0.156482,0.0,0.0,0.0,0.069362,0.0,0.0,0.063709,0.0,0.107537,0.0,0.057145,0.017549,0.0,0.01274,0.017846,1.321705,2.472506,1.183532,0.007433,0.006471,0.008594,0.031721,1.001639,0.515791,0.005331,0.011347,0.337854,0.181537,0.033309,0.771507,0.013606,0.221587,0.006951,0.415544,0.77012,0.071119,1.712841,1.017728,0.673314,0.337757,0.389296,0.331225,0.204875,0.214068,0.304248,0.180891,0.047629,0.082812,0.045767,0.012382,0.02087,0.011596,0.024018,0.010374,0.009847,0.01058,0.007779,0.007594,0.006862,0.015729
45,0.39709,0.0,0.0,0.057376,0.0,0.0,0.0,0.061879,0.0,0.0,0.122597,0.0,0.086212,0.0,0.032469,0.014296,0.0,0.007442,0.003947,1.213887,2.347456,1.141997,0.014246,0.007727,0.009328,0.02502,0.916867,0.470718,0.003791,0.005019,0.296609,0.1586,0.015651,0.715102,0.006642,0.202382,0.003968,0.374985,0.697606,0.052513,1.420563,0.945264,0.610577,0.310918,0.354208,0.301504,0.229743,0.184479,0.274504,0.15417,0.041978,0.069987,0.031067,0.013612,0.017234,0.01535,0.027469,0.013628,0.008441,0.006956,0.008714,0.008365,0.007751,0.012492
46,0.301969,0.0,0.0,0.037526,0.0,0.0,0.0,0.01963,0.0,0.0,0.046464,0.0,0.044688,0.0,0.047581,0.004056,0.0,0.009659,0.011196,1.19433,2.282165,1.112736,0.006319,0.002553,0.002983,0.022239,0.836055,0.431115,0.001513,0.004746,0.25824,0.139806,0.011499,0.653499,0.004338,0.191588,0.003775,0.34022,0.627143,0.04023,1.303439,0.91926,0.543066,0.290417,0.334279,0.2869,0.205172,0.151779,0.238537,0.122732,0.061891,0.056307,0.042209,0.012198,0.015938,0.017281,0.01943,0.009764,0.008569,0.008206,0.008992,0.008532,0.006987,0.013375
47,0.339231,0.0,0.0,0.010279,0.0,0.0,0.0,0.005681,0.0,0.0,0.016519,0.0,0.02336,0.0,0.008278,0.002948,0.0,0.00609,0.010667,1.15839,2.20925,1.068434,0.008344,0.004879,0.002691,0.011538,0.757991,0.388786,0.002665,0.003911,0.225747,0.123152,0.00774,0.593713,0.002975,0.176575,0.002346,0.313531,0.607666,0.045278,1.238681,0.917242,0.468937,0.274365,0.301735,0.271096,0.195044,0.141476,0.192766,0.08435,0.092727,0.036505,0.043968,0.010236,0.015596,0.01297,0.018744,0.008498,0.007125,0.008887,0.008081,0.008864,0.009575,0.008882
48,0.253341,0.0,0.0,0.014594,0.0,0.0,0.0,0.012875,0.0,0.0,0.009798,0.0,0.007894,0.0,0.017886,0.001359,0.0,0.003573,0.007371,1.13185,2.151961,1.034047,0.00593,0.003132,0.002371,0.006682,0.684589,0.349703,0.002623,0.000791,0.201954,0.107306,0.002611,0.54525,0.002258,0.168023,0.004812,0.286949,0.564351,0.031618,1.17763,0.871197,0.38664,0.252092,0.285503,0.251967,0.180886,0.126199,0.176853,0.07171,0.105654,0.027587,0.035095,0.010924,0.014107,0.014353,0.012115,0.010969,0.009462,0.01497,0.011732,0.009873,0.009409,0.012779
49,0.232799,0.0,0.0,0.001158,0.0,0.0,0.0,0.008925,0.0,0.0,0.01521,0.0,0.01616,0.0,0.011053,0.007225,0.0,0.007406,0.011175,1.105279,2.097414,1.010486,0.008897,0.004775,0.005242,0.014871,0.614697,0.312105,0.001197,0.00126,0.184785,0.098109,0.002056,0.501434,0.002976,0.15901,0.002975,0.253957,0.494499,0.032905,1.00914,0.846851,0.324663,0.240154,0.264133,0.23635,0.166524,0.116038,0.155118,0.071858,0.118341,0.028338,0.026318,0.012401,0.008361,0.013429,0.011224,0.011143,0.011439,0.010299,0.008153,0.009059,0.009841,0.013462
50,0.36799,0.0,0.0,0.154248,0.0,0.0,0.0,0.299318,0.0,0.0,0.591025,0.0,0.793625,0.0,0.607795,0.197128,0.0,0.112546,0.199929,1.341122,1.823395,0.629551,0.167955,0.123359,0.167005,0.404586,0.355619,0.433229,0.114407,0.025446,0.118386,0.107625,0.158272,0.603802,0.338969,0.133532,0.077675,0.253877,0.897756,0.579382,0.812023,0.79599,0.446562,0.347616,0.22053,0.323794,0.246313,0.357925,0.240388,0.158175,0.205982,0.13836,0.125166,0.093417,0.032877,0.057027,0.036695,0.020214,0.017736,0.013257,0.009106,0.010947,0.008501,0.011912
51,0.225452,0.0,0.0,0.246223,0.0,0.0,0.0,0.450431,0.0,0.0,1.545014,0.0,1.317451,0.0,0.271068,0.068868,0.0,0.021265,0.032621,1.230253,3.062746,2.394894,0.553235,0.251469,0.089493,0.253048,0.683054,1.505815,0.148703,0.036463,0.092289,0.641311,0.076959,0.721329,1.250335,0.18219,0.542627,0.712514,2.534187,1.704602,5.986467,2.784843,2.092806,0.772024,0.506549,0.779058,1.190505,0.907733,0.744705,0.549932,0.810404,0.227628,0.370307,0.190543,0.08067,0.071402,0.06792,0.045855,0.042157,0.012294,0.010531,0.011203,0.009032,0.012747
52,0.251415,0.0,0.0,0.188999,0.0,0.0,0.0,0.488325,0.0,0.0,1.379884,0.0,1.319798,0.0,0.47388,0.164896,0.0,0.055496,0.033248,0.629329,2.569627,2.848387,0.039866,0.028263,0.038116,0.057021,0.498373,1.7236,0.196667,0.007402,0.109428,0.84436,0.021961,0.861603,1.224651,0.120853,0.535473,0.72709,1.811257,2.145824,6.507813,2.734982,1.753008,0.509895,0.477704,0.747293,0.717262,0.842204,0.477214,0.536609,0.645401,0.186194,0.331495,0.109902,0.037356,0.059705,0.04954,0.041049,0.028224,0.012248,0.010761,0.008704,0.013152,0.013205
53,0.35947,0.0,0.0,0.299326,0.0,0.0,0.0,0.407397,0.0,0.0,0.361557,0.0,0.253155,0.0,0.140887,0.086112,0.0,0.045846,0.076279,0.145967,1.370542,2.161635,0.011453,0.070362,0.016378,0.0525,0.658568,1.772834,0.156315,0.005635,0.060968,0.650544,0.011303,0.787148,1.118396,0.115756,0.427327,0.673206,1.615213,1.951105,5.77742,2.338855,1.609628,0.511863,0.419379,0.63052,0.609663,0.794572,0.42598,0.498261,0.449461,0.160474,0.159677,0.063261,0.024705,0.061305,0.034183,0.025258,0.017531,0.010332,0.011821,0.008698,0.010571,0.011155
54,0.301745,0.0,0.0,0.040844,0.0,0.0,0.0,0.12215,0.0,0.0,0.155774,0.0,0.230061,0.0,0.129793,0.037698,0.0,0.015127,0.042161,0.466719,2.328309,2.611557,0.074185,0.034666,0.02974,0.066679,0.400894,1.545357,0.132398,0.00828,0.036362,0.576253,0.005971,0.726252,1.027763,0.114326,0.374116,0.625865,1.576294,1.757426,5.101794,2.113984,1.424103,0.438241,0.426244,0.500535,0.539144,0.644112,0.390463,0.411666,0.273626,0.132241,0.094958,0.025651,0.025179,0.044745,0.025939,0.0192,0.015465,0.008972,0.006892,0.008513,0.008128,0.013109
55,0.300657,0.0,0.0,0.135244,0.0,0.0,0.0,0.067282,0.0,0.0,0.103334,0.0,0.14193,0.0,0.05529,0.019194,0.0,0.022121,0.050793,0.326394,2.081506,2.4553,0.114159,0.020306,0.027069,0.021057,0.386222,1.431412,0.12738,0.011117,0.027796,0.530189,0.007293,0.718793,0.994216,0.096607,0.329062,0.580698,1.389989,1.571751,4.02086,1.828553,1.255527,0.420345,0.446435,0.382757,0.516055,0.501871,0.339351,0.311077,0.15436,0.119206,0.07519,0.023392,0.027741,0.033867,0.022952,0.015653,0.012458,0.008614,0.010232,0.009043,0.006445,0.01406
56,0.336636,0.0,0.0,0.191957,0.0,0.0,0.0,0.140272,0.0,0.0,0.109024,0.0,0.012146,0.0,0.069716,0.045614,0.0,0.007019,0.049428,0.195483,1.814771,2.312471,0.101257,0.020284,0.018937,0.020421,0.452705,1.3381,0.104681,0.008421,0.019572,0.483138,0.005113,0.698152,0.960273,0.082164,0.283023,0.536104,1.307643,1.271079,3.171542,1.39418,1.010724,0.381548,0.449893,0.292338,0.445848,0.379142,0.318705,0.224217,0.078393,0.098425,0.065052,0.026237,0.025583,0.02709,0.018477,0.008898,0.008105,0.009681,0.007375,0.008025,0.007463,0.011722
57,0.300969,0.0,0.0,0.095484,0.0,0.0,0.0,0.042633,0.0,0.0,0.070139,0.0,0.144886,0.0,0.144318,0.025952,0.0,0.017546,0.03428,0.353264,2.099352,2.428066,0.083766,0.037506,0.017446,0.034124,0.301305,1.135061,0.103465,0.006583,0.007322,0.450636,0.002733,0.670262,0.930227,0.068451,0.244895,0.480186,1.13925,1.031247,2.545509,1.158162,0.777287,0.364844,0.432808,0.238337,0.383376,0.281041,0.310827,0.200701,0.065253,0.097079,0.063136,0.021495,0.017129,0.024003,0.015918,0.013229,0.00911,0.008296,0.009795,0.00757,0.007593,0.013022
58,0.394482,0.0,0.0,0.145489,0.0,0.0,0.0,0.085992,0.0,0.0,0.040016,0.0,0.076205,0.0,0.04125,0.020126,0.0,0.0173,0.046671,0.315316,2.015014,2.347375,0.087237,0.025953,0.013176,0.024015,0.294716,1.043144,0.093013,0.004866,0.006081,0.407086,0.003764,0.620592,0.861453,0.057474,0.215764,0.445924,1.064288,0.821007,2.04126,1.037313,0.635202,0.327087,0.40552,0.215062,0.331787,0.22337,0.29162,0.195535,0.073204,0.088231,0.053139,0.018995,0.015199,0.030473,0.012424,0.01468,0.010016,0.007201,0.007708,0.006661,0.007064,0.011496
59,0.344813,0.0,0.0,0.099255,0.0,0.0,0.0,0.062202,0.0,0.0,0.118421,0.0,0.113107,0.0,0.017599,0.015905,0.0,0.016216,0.055503,0.209411,1.774796,2.175833,0.091413,0.019714,0.014633,0.014715,0.295986,0.964622,0.079389,0.003866,0.006529,0.356259,0.002682,0.571988,0.783028,0.046023,0.194119,0.400517,0.948551,0.748816,1.702303,0.956862,0.569711,0.307178,0.375207,0.202624,0.294152,0.222805,0.270022,0.173569,0.064336,0.07119,0.038256,0.01508,0.013471,0.024189,0.010426,0.012716,0.007849,0.007027,0.008196,0.008807,0.009389,0.012406
60,0.279033,0.0,0.0,0.032071,0.0,0.0,0.0,0.069353,0.0,0.0,0.074308,0.0,0.009138,0.0,0.091626,0.017731,0.0,0.025742,0.033499,0.273323,1.808945,2.13979,0.075888,0.029277,0.002729,0.020865,0.247083,0.865557,0.075526,0.002681,0.003036,0.309314,0.003644,0.526248,0.72143,0.044181,0.179769,0.361187,0.857623,0.643201,1.448232,0.903977,0.50375,0.278033,0.347951,0.210175,0.277184,0.207999,0.23561,0.147015,0.060145,0.057192,0.035521,0.015094,0.020094,0.017144,0.008963,0.009638,0.009466,0.007528,0.009009,0.007858,0.008357,0.009659
61,0.353099,0.0,0.0,0.047929,0.0,0.0,0.0,0.033137,0.0,0.0,0.074482,0.0,0.057463,0.0,0.052981,0.017267,0.0,0.011667,0.050408,0.236343,1.725774,2.062847,0.087704,0.014327,0.005208,0.009678,0.222955,0.780588,0.064412,0.003821,0.003755,0.268989,0.003262,0.475255,0.650099,0.044594,0.168291,0.327594,0.762092,0.609969,1.324811,0.906257,0.428958,0.248516,0.313144,0.203909,0.257846,0.188881,0.193677,0.110536,0.088527,0.037373,0.038207,0.013538,0.014557,0.014982,0.009431,0.00906,0.008817,0.007843,0.007188,0.008164,0.010931,0.012848
62,0.324939,0.0,0.0,0.007986,0.0,0.0,0.0,0.00471,0.0,0.0,0.014405,0.0,0.020754,0.0,0.015238,0.010334,0.0,0.015121,0.045105,0.220104,1.650079,1.977962,0.080178,0.019821,0.005806,0.012165,0.209147,0.704742,0.057413,0.002347,0.002129,0.236569,0.002028,0.433995,0.589529,0.046066,0.160296,0.299686,0.698108,0.550218,1.165823,0.86511,0.376739,0.225942,0.28948,0.183715,0.242456,0.178572,0.171691,0.086342,0.119512,0.023333,0.035384,0.015943,0.014689,0.013109,0.013566,0.011218,0.00917,0.009735,0.009863,0.010407,0.010045,0.015862
63,0.323633,0.0,0.0,0.027441,0.0,0.0,0.0,0.032707,0.0,0.0,0.020033,0.0,0.049585,0.0,0.017244,0.014155,0.0,0.019604,0.030933,0.243259,1.63679,1.937786,0.062734,0.025852,0.00671,0.015065,0.184033,0.627016,0.054964,0.002017,0.001935,0.215009,0.004137,0.402064,0.541205,0.045431,0.15502,0.267019,0.620585,0.489546,1.02394,0.838503,0.323968,0.226778,0.267932,0.164626,0.22349,0.163531,0.156105,0.084462,0.128125,0.018402,0.038456,0.018715,0.015325,0.013288,0.016186,0.012016,0.010814,0.010094,0.008429,0.010737,0.009613,0.01133
64,0.225388,0.0,0.0,0.00826,0.0,0.0,0.0,0.019994,0.0,0.0,0.006072,0.0,0.02841,0.0,0.008943,0.012889,0.0,0.012848,0.04096,0.222474,1.581697,1.881423,0.070569,0.018508,0.004374,0.012766,0.177344,0.583319,0.041727,0.003418,0.002877,0.198081,0.002806,0.385704,0.474972,0.04876,0.139669,0.222148,0.334155,0.320353,0.786162,0.806344,0.283984,0.217399,0.205328,0.138652,0.199078,0.140561,0.122135,0.069665,0.100696,0.016017,0.034267,0.014086,0.011886,0.011456,0.011491,0.011135,0.008033,0.013345,0.0103,0.01002,0.010246,0.011118
65,0.337398,0.0,0.0,0.153594,0.0,0.0,0.0,0.167505,0.0,0.0,0.41698,0.0,0.676798,0.0,0.578811,0.200991,0.0,0.085159,0.106365,0.317221,1.758908,1.903548,0.512785,0.278909,0.114101,0.194603,0.302398,0.744449,0.237513,0.140002,0.022363,0.223675,0.22591,0.339022,0.332687,0.309344,0.160817,0.188613,0.625426,0.879881,1.080988,1.075616,0.71877,0.59979,0.39044,0.126644,0.195527,0.240126,0.383806,0.374814,0.15782,0.136001,0.170217,0.122828,0.091258,0.036315,0.029258,0.025046,0.016722,0.00937,0.011221,0.01085,0.009421,0.012653
66,0.275266,0.0,0.0,0.257193,0.0,0.0,0.0,0.111002,0.0,0.0,0.947801,0.0,1.800954,0.0,0.401389,0.129707,0.0,0.049415,0.041532,0.129604,1.082267,2.342632,1.412403,0.373516,0.192589,0.136292,0.118074,0.44685,1.648884,0.099735,0.040317,0.123614,1.358603,0.302087,0.393205,1.024265,0.092537,0.581732,1.776669,3.040784,1.655919,4.013013,2.362233,2.632432,1.214452,0.544121,0.66824,1.030043,0.844729,1.389709,0.653081,0.64028,0.260026,0.377986,0.385278,0.078726,0.067274,0.045494,0.03808,0.01203,0.010048,0.009989,0.008605,0.01836
67,0.261292,0.0,0.0,0.140232,0.0,0.0,0.0,0.208759,0.0,0.0,0.725477,0.0,1.27937,0.0,0.517304,0.102829,0.0,0.099006,0.059086,0.133762,0.766271,2.90327,1.997013,0.210024,0.038286,0.043789,0.093416,0.291007,1.82324,0.088918,0.007781,0.10017,1.582275,0.19535,0.306573,1.078586,0.072338,0.494479,2.167475,2.760855,1.974813,4.449017,2.239464,2.496357,0.907451,0.487106,0.659482,0.631797,0.847225,0.880405,0.679955,0.512597,0.24423,0.268931,0.252877,0.043148,0.013706,0.040436,0.015061,0.012454,0.010052,0.00984,0.011684,0.014182
68,0.331635,0.0,0.0,0.204223,0.0,0.0,0.0,0.200518,0.0,0.0,0.221261,0.0,0.081279,0.0,0.074355,0.029392,0.0,0.021415,0.05226,0.068842,0.563818,2.632355,1.981343,0.07947,0.02015,0.01539,0.059161,0.184227,1.722236,0.087646,0.004774,0.066324,1.222564,0.134985,0.284925,0.985431,0.050104,0.371954,2.009762,2.537045,1.767165,4.050819,1.933108,2.123134,0.8254,0.472872,0.535841,0.593943,0.790613,0.693947,0.569404,0.334607,0.214272,0.10475,0.125977,0.028482,0.010736,0.021857,0.010808,0.009245,0.011756,0.012182,0.010901,0.015662
69,0.357952,0.0,0.0,0.078276,0.0,0.0,0.0,0.085515,0.0,0.0,0.141286,0.0,0.110806,0.0,0.128885,0.053346,0.0,0.012797,0.011168,0.040108,0.427578,2.520007,1.909491,0.051881,0.019316,0.02176,0.054297,0.14859,1.601779,0.064359,0.006863,0.046581,1.109103,0.093699,0.261206,0.91647,0.031898,0.327341,1.832623,2.332519,1.59532,3.356868,1.960874,1.883828,0.674915,0.508505,0.384392,0.462259,0.605147,0.65105,0.431525,0.180682,0.180559,0.082482,0.081064,0.018913,0.019015,0.021728,0.011651,0.007557,0.00925,0.00917,0.008848,0.014121
70,0.342372,0.0,0.0,0.167588,0.0,0.0,0.0,0.15452,0.0,0.0,0.014242,0.0,0.099642,0.0,0.091283,0.033164,0.0,0.00389,0.012664,0.041575,0.237668,2.713962,1.834976,0.044063,0.016327,0.017649,0.034153,0.098932,1.429544,0.051125,0.006517,0.030632,1.022129,0.060974,0.279301,0.910627,0.024879,0.285363,1.692903,2.152797,1.332759,2.44619,1.47323,1.47005,0.599621,0.490186,0.295405,0.408923,0.441952,0.6205,0.287458,0.077779,0.144631,0.062627,0.06496,0.024471,0.00676,0.017209,0.008682,0.009855,0.009169,0.006749,0.008594,0.013048
71,0.313113,0.0,0.0,0.133446,0.0,0.0,0.0,0.085338,0.0,0.0,0.058629,0.0,0.033736,0.0,0.119684,0.042147,0.0,0.005244,0.002699,0.032931,0.156784,2.655828,1.835589,0.036393,0.007077,0.019425,0.02344,0.067835,1.256689,0.047399,0.007855,0.02406,0.928697,0.040623,0.257763,0.873167,0.016795,0.23759,1.5279,1.881147,1.033962,1.844796,1.123201,1.141347,0.409332,0.493327,0.223257,0.33284,0.349619,0.602653,0.229072,0.051695,0.14082,0.053457,0.06952,0.020743,0.00887,0.009441,0.010858,0.008948,0.007961,0.008459,0.007324,0.012001
72,0.348899,0.0,0.0,0.078516,0.0,0.0,0.0,0.074847,0.0,0.0,0.046702,0.0,0.095067,0.0,0.106928,0.011087,0.0,0.012156,0.012624,0.015757,0.120897,2.534894,1.775685,0.026935,0.003919,0.008834,0.00873,0.049251,1.111969,0.046416,0.006589,0.012849,0.836445,0.026731,0.236435,0.806658,0.009036,0.203356,1.400604,1.723877,0.816219,1.485185,1.067971,0.976857,0.322624,0.465167,0.182272,0.270319,0.271328,0.571813,0.22296,0.057465,0.12478,0.033287,0.049352,0.009734,0.008434,0.014256,0.010391,0.009959,0.008052,0.006084,0.007906,0.014302
73,0.316616,0.0,0.0,0.128478,0.0,0.0,0.0,0.060108,0.0,0.0,0.094284,0.0,0.134326,0.0,0.056917,0.008374,0.0,0.001984,0.007273,0.011632,0.10209,2.436342,1.694689,0.032221,0.009488,0.011199,0.008005,0.04043,1.004825,0.038416,0.002765,0.010275,0.732071,0.021418,0.222991,0.73496,0.007452,0.194949,1.255347,1.534011,0.710959,1.250462,0.940092,0.896894,0.31476,0.422516,0.168469,0.241928,0.234693,0.513621,0.205176,0.052413,0.100299,0.030993,0.040131,0.008772,0.008168,0.007575,0.00821,0.007711,0.007721,0.008402,0.008044,0.01358
74,0.308173,0.0,0.0,0.027898,0.0,0.0,0.0,0.029502,0.0,0.0,0.0632,0.0,0.058971,0.0,0.058556,0.027258,0.0,0.014305,0.004674,0.013122,0.030358,2.354253,1.630888,0.026248,0.005273,0.003739,0.006285,0.024534,0.905146,0.031414,0.001988,0.008519,0.625581,0.013653,0.199881,0.668009,0.00545,0.176693,1.120545,1.369037,0.606052,1.07122,0.909586,0.844966,0.27647,0.396079,0.170448,0.218149,0.198103,0.441351,0.163319,0.051078,0.075707,0.036735,0.024673,0.01083,0.009041,0.009168,0.009464,0.006433,0.007102,0.008181,0.011284,0.013703
75,0.318003,0.0,0.0,0.041859,0.0,0.0,0.0,0.019942,0.0,0.0,0.021619,0.0,0.043317,0.0,0.040542,0.009481,0.0,0.001977,0.001697,0.01612,0.042807,2.25078,1.57665,0.032096,0.007221,0.007514,0.004218,0.022301,0.809339,0.031177,0.00197,0.00668,0.531736,0.010064,0.182031,0.598509,0.002734,0.159786,1.01435,1.226454,0.57038,0.989621,0.943087,0.845044,0.262159,0.368677,0.167734,0.210061,0.171147,0.349518,0.120022,0.071832,0.049987,0.045064,0.020447,0.009672,0.006155,0.011164,0.008646,0.00612,0.008153,0.008473,0.007687,0.011084
76,0.316156,0.0,0.0,0.013645,0.0,0.0,0.0,0.001658,0.0,0.0,0.001476,0.0,0.007267,0.0,0.004095,0.00502,0.0,0.004216,0.005314,0.000501,0.043172,2.177318,1.510268,0.021474,0.0049,0.005223,0.002385,0.015525,0.714646,0.025062,0.001357,0.006913,0.464697,0.007817,0.164192,0.541046,0.005424,0.149305,0.904243,1.086752,0.51899,0.880934,0.890201,0.795924,0.241654,0.336397,0.144275,0.187314,0.155768,0.316687,0.094429,0.089227,0.030746,0.035309,0.027311,0.007964,0.008422,0.008694,0.00617,0.007939,0.007687,0.007547,0.007052,0.013799
77,0.310833,0.0,0.0,0.012818,0.0,0.0,0.0,0.011191,0.0,0.0,0.017546,0.0,0.017334,0.0,0.00776,0.005419,0.0,0.00158,0.002094,0.004662,0.019084,2.133268,1.475097,0.02388,0.002863,0.003099,0.002516,0.018011,0.639192,0.019291,0.001226,0.005321,0.425189,0.006343,0.160936,0.499819,0.003705,0.142413,0.850337,0.887022,0.399579,0.683062,0.837441,0.77439,0.221476,0.289849,0.130871,0.171458,0.135612,0.260429,0.082672,0.085706,0.022844,0.035161,0.021148,0.010391,0.009353,0.010635,0.008408,0.009817,0.007509,0.011169,0.012333,0.012151
78,0.285813,0.0,0.0,0.016337,0.0,0.0,0.0,0.016576,0.0,0.0,0.02403,0.0,0.020453,0.0,0.00718,0.008664,0.0,0.003136,0.002837,0.013616,0.005676,2.087674,1.452567,0.036041,0.005416,0.004135,0.001752,0.010678,0.614844,0.019211,0.002128,0.003759,0.410441,0.005094,0.176714,0.48466,0.004058,0.135354,0.866007,0.70945,0.303915,0.465643,0.843942,0.750417,0.21242,0.213766,0.126064,0.168244,0.137017,0.196142,0.066013,0.081042,0.019389,0.033425,0.019819,0.010056,0.012217,0.011947,0.009728,0.009302,0.010381,0.010833,0.0091,0.013157
79,0.247913,0.0,0.0,0.015197,0.0,0.0,0.0,0.01754,0.0,0.0,0.019224,0.0,0.021458,0.0,0.012479,0.007157,0.0,0.002917,0.006117,0.005368,0.022658,2.023601,1.399997,0.024514,0.002314,0.002735,0.001207,0.010172,0.594651,0.014828,0.000961,0.003794,0.399972,0.005114,0.171735,0.469743,0.003411,0.132359,0.833033,0.688762,0.293929,0.448132,0.818861,0.727551,0.202132,0.204643,0.12103,0.160552,0.133885,0.188581,0.068982,0.073789,0.019924,0.030387,0.018713,0.009362,0.010385,0.011116,0.009084,0.009248,0.007929,0.010564,0.010971,0.012047
80,0.313867,0.0,0.0,0.132213,0.0,0.0,0.0,0.097911,0.0,0.0,0.236348,0.0,0.501116,0.0,0.515712,0.19536,0.0,0.091034,0.086704,0.092156,0.107724,2.051689,1.855029,0.457085,0.232359,0.136964,0.085491,0.124763,0.494497,0.320332,0.159506,0.041017,0.394273,0.212135,0.247309,0.432626,0.317124,0.176208,0.771629,0.699768,0.82661,0.683518,1.329697,1.038442,0.633461,0.43659,0.106679,0.195684,0.250041,0.634448,0.406993,0.240306,0.180369,0.173019,0.123784,0.129047,0.031545,0.027377,0.019559,0.013582,0.009354,0.008386,0.00881,0.013137
81,0.284558,0.0,0.0,0.202269,0.0,0.0,0.0,0.222513,0.0,0.0,0.25206,0.0,1.453657,0.0,1.131457,0.028851,0.0,0.091066,0.03652,0.015124,0.091033,1.173599,1.491197,2.230865,0.45753,0.211731,0.065741,0.055866,0.416794,1.706108,0.144516,0.048675,0.276052,1.422948,0.152016,0.330395,1.187095,0.119308,2.439114,0.519673,2.463376,1.170269,5.166221,3.538998,2.683165,1.810792,0.481003,0.578461,0.978791,1.697836,1.397974,0.453,0.806965,0.603009,0.269117,0.398068,0.063808,0.064422,0.048192,0.021041,0.009163,0.009525,0.008067,0.013078
82,0.3175,0.0,0.0,0.125915,0.0,0.0,0.0,0.255336,0.0,0.0,0.215284,0.0,0.885381,0.0,0.615461,0.070772,0.0,0.036038,0.080497,0.066753,0.062932,0.815857,2.089956,2.813814,0.20954,0.051979,0.015244,0.023831,0.295216,1.801919,0.199668,0.007135,0.203654,1.465125,0.085487,0.227815,1.137283,0.069783,1.907434,0.312562,2.478074,1.290149,4.691314,2.785229,2.491372,1.622397,0.492394,0.528078,0.623906,1.587362,0.792727,0.31707,0.624452,0.385295,0.167599,0.245666,0.01971,0.018779,0.028302,0.009168,0.009345,0.00936,0.008962,0.015686
83,0.310342,0.0,0.0,0.112341,0.0,0.0,0.0,0.127171,0.0,0.0,0.010774,0.0,0.171374,0.0,0.103503,0.046777,0.0,0.01813,0.011038,0.01402,0.017334,0.839192,2.748169,2.815848,0.067176,0.014906,0.00994,0.015797,0.209084,1.654919,0.192994,0.008741,0.143292,1.164118,0.054619,0.162121,1.02275,0.042284,1.474741,0.252951,2.255489,1.160689,3.841555,2.114461,2.143617,1.455849,0.492159,0.406288,0.528301,1.318826,0.722815,0.18618,0.475924,0.17511,0.090972,0.12042,0.019009,0.032073,0.00844,0.008019,0.007731,0.007612,0.009334,0.013676
84,0.35139,0.0,0.0,0.111334,0.0,0.0,0.0,0.099603,0.0,0.0,0.053921,0.0,0.113654,0.0,0.073169,0.039293,0.0,0.015307,0.004333,0.014309,0.009639,0.697173,2.761561,2.694062,0.095935,0.019141,0.01598,0.008529,0.149544,1.499574,0.167868,0.009839,0.086983,1.061772,0.045159,0.115958,0.973306,0.029651,1.278094,0.165739,2.080674,1.025355,2.996654,1.523878,1.922778,1.259565,0.436079,0.284874,0.424829,0.989776,0.612288,0.087695,0.342153,0.137224,0.072682,0.081841,0.022435,0.021717,0.009625,0.008223,0.009858,0.008367,0.009834,0.012741
85,0.335119,0.0,0.0,0.134653,0.0,0.0,0.0,0.176062,0.0,0.0,0.108125,0.0,0.054849,0.0,0.030119,0.034202,0.0,0.024801,0.019583,0.004984,0.030584,0.481043,2.614274,2.747603,0.055735,0.015047,0.007064,0.012586,0.095976,1.332863,0.14178,0.006961,0.06805,0.956145,0.02764,0.07282,0.945792,0.019713,1.052094,0.11393,1.883731,0.811057,2.378796,1.295842,1.380413,0.975389,0.42132,0.206729,0.361789,0.701373,0.610187,0.072146,0.245264,0.133042,0.055804,0.0707,0.019402,0.016094,0.010092,0.008124,0.010138,0.010306,0.008128,0.012338
